Date,TLT,GLD,SPY
31/12/2014,111.23,113.58,186.26
02/01/2015,112.46,114.08,186.16
05/01/2015,114.23,115.8,182.8
06/01/2015,116.29,117.12,181.08
07/01/2015,116.06,116.43,183.33
08/01/2015,114.52,115.94,186.59
09/01/2015,115.78,117.26,185.09
12/01/2015,116.44,118.56,183.64
13/01/2015,116.44,118.16,183.12
14/01/2015,117.32,117.97,182.02
15/01/2015,119.17,120.94,180.35
16/01/2015,117.65,122.52,182.72
20/01/2015,119.21,124.2,183.11
21/01/2015,117.83,124.23,184.03
22/01/2015,117.41,125.23,186.77
23/01/2015,119.04,124.23,185.74
26/01/2015,118.68,122.99,186.18
27/01/2015,118.87,124.4,183.72
28/01/2015,120.81,123.42,181.37
29/01/2015,120.02,120.76,183.04
30/01/2015,122.14,123.45,180.74
02/02/2015,121.68,122.42,182.98
03/02/2015,119.11,121.05,185.62
04/02/2015,119.31,121.58,184.92
05/02/2015,118,121.79,186.78
06/02/2015,115.91,118.64,186.27
09/02/2015,115.73,119.17,185.43
10/02/2015,114.81,118.47,187.41
11/02/2015,115.02,117.07,187.52
12/02/2015,114.64,117.34,189.32
13/02/2015,113.46,117.98,190.1
17/02/2015,111.75,116.01,190.4
18/02/2015,112.42,116.34,190.42
19/02/2015,111.67,115.94,190.28
20/02/2015,112,115.28,191.42
23/02/2015,113.28,115.43,191.4
24/02/2015,114.77,115.26,191.94
25/02/2015,115.27,115.7,191.78
26/02/2015,113.69,116.07,191.55
27/02/2015,114.65,116.16,190.9
02/03/2015,112.51,115.68,192.1
03/03/2015,112.1,115.47,191.32
04/03/2015,112.14,115.11,190.51
05/03/2015,112,115,190.72
06/03/2015,109.52,111.86,188.04
09/03/2015,110.53,111.97,188.81
10/03/2015,111.99,111.42,185.75
11/03/2015,112.8,110.75,185.32
12/03/2015,112.72,110.72,187.67
13/03/2015,112.38,110.88,186.52
16/03/2015,113.46,110.81,189.01
17/03/2015,114.4,110.21,188.45
18/03/2015,116.61,112.37,190.72
19/03/2015,116.01,112.29,189.85
20/03/2015,116.63,113.57,191.52
23/03/2015,116.48,114.29,191.15
24/03/2015,117.61,114.57,190.08
25/03/2015,116.62,114.73,187.29
26/03/2015,114.8,115.48,186.84
27/03/2015,116.23,115.06,187.27
30/03/2015,115.65,113.75,189.56
31/03/2015,115.9,113.66,187.9
01/04/2015,117.42,115.6,187.24
02/04/2015,116.18,115.28,187.91
06/04/2015,115.53,116.69,189.17
07/04/2015,116.5,116.11,188.67
08/04/2015,116.53,115.47,189.31
09/04/2015,115.02,114.67,190.15
10/04/2015,115.19,115.97,191.19
13/04/2015,115.35,115.14,190.32
14/04/2015,116.17,114.44,190.69
15/04/2015,116.07,115.43,191.54
16/04/2015,115.49,115.03,191.49
17/04/2015,116.82,115.6,189.28
20/04/2015,115.79,114.72,191.01
21/04/2015,115.26,115.38,190.79
22/04/2015,113.5,113.83,191.72
23/04/2015,113.99,114.66,192.21
24/04/2015,114.7,113.05,192.65
27/04/2015,114.7,115.33,191.85
28/04/2015,113.12,116.33,192.46
29/04/2015,111.73,115.51,191.67
30/04/2015,111.93,113.47,189.75
01/05/2015,110.42,113.08,191.81
04/05/2015,109.38,114.1,192.35
05/05/2015,109.23,114.42,190.15
06/05/2015,107.36,114.36,189.37
07/05/2015,108.8,113.42,190.12
08/05/2015,109.1,113.97,192.62
11/05/2015,106.44,113.53,191.71
12/05/2015,106.72,114.5,191.13
13/05/2015,105.86,116.55,191.17
14/05/2015,106.15,117.18,193.16
15/05/2015,108.28,117.53,193.37
18/05/2015,106.46,117.52,193.97
19/05/2015,105.52,115.89,193.91
20/05/2015,105.69,116.08,193.77
21/05/2015,107.17,115.69,194.34
22/05/2015,107.22,115.6,193.87
26/05/2015,109.05,113.91,191.79
27/05/2015,109.3,113.89,193.61
28/05/2015,109.03,114.02,193.39
29/05/2015,109.27,114.1,192.19
01/06/2015,108.1,114,192.58
02/06/2015,106.59,114.46,192.39
03/06/2015,104.88,113.64,192.9
04/06/2015,106.24,112.84,191.27
05/06/2015,104.95,112.24,190.94
08/06/2015,104.83,112.57,189.77
09/06/2015,104,112.82,189.74
10/06/2015,103.09,113.78,192.01
11/06/2015,105.26,113.26,192.63
12/06/2015,105.26,113.23,191.16
15/06/2015,105.43,113.73,190.34
16/06/2015,106.26,113.32,191.38
17/06/2015,105.44,113.85,191.69
18/06/2015,104.92,115.32,193.68
19/06/2015,106.27,115.12,192.82
22/06/2015,104.1,113.64,193.81
23/06/2015,103.48,112.89,193.95
24/06/2015,104.37,112.59,192.54
25/06/2015,104,112.44,191.95
26/06/2015,102.83,112.56,191.92
29/06/2015,105.56,113.07,187.89
30/06/2015,104.82,112.37,188.28
01/07/2015,103.41,111.98,189.79
02/07/2015,103.75,111.76,189.62
06/07/2015,105.67,112.06,189.08
07/07/2015,106.66,110.76,190.27
08/07/2015,107.59,111.09,187.08
09/07/2015,105.47,111.36,187.42
10/07/2015,103.79,111.49,189.77
13/07/2015,103.47,110.99,191.87
14/07/2015,103.81,110.74,192.7
15/07/2015,104.91,110.16,192.64
16/07/2015,105.64,109.76,194.18
17/07/2015,106.18,108.65,194.35
20/07/2015,105.73,105.7,194.45
21/07/2015,106.31,105.37,193.68
22/07/2015,106.97,104.8,193.33
23/07/2015,108.3,104.33,192.24
24/07/2015,108.57,105.35,190.25
27/07/2015,109.15,104.86,189.14
28/07/2015,108.35,105.02,191.47
29/07/2015,107.95,105.17,192.78
30/07/2015,108.78,104.27,192.83
31/07/2015,109.59,104.93,192.54
03/08/2015,110.74,104.1,191.89
04/08/2015,109.86,104.31,191.51
05/08/2015,109.04,103.93,192.14
06/08/2015,110.01,104.39,190.57
07/08/2015,111.45,104.65,190.2
10/08/2015,110.07,105.72,192.6
11/08/2015,111.82,106.26,190.86
12/08/2015,111.21,107.75,191.09
13/08/2015,110.85,106.86,190.85
14/08/2015,111.11,106.85,191.55
17/08/2015,111.61,107.13,192.62
18/08/2015,110.73,107.11,192.06
19/08/2015,111.83,108.55,190.54
20/08/2015,112.96,110.44,186.56
21/08/2015,113.3,111.13,180.95
24/08/2015,113.26,110.53,173.33
25/08/2015,111.44,109.16,171.29
26/08/2015,109.29,107.67,177.87
27/08/2015,109.35,107.73,182.27
28/08/2015,109.68,108.7,182.27
31/08/2015,108.83,108.82,180.8
01/09/2015,109.62,109.2,175.41
02/09/2015,108.67,108.62,178.73
03/09/2015,109.2,107.84,178.86
04/09/2015,110.2,107.49,176.16
08/09/2015,108.58,107.52,180.58
09/09/2015,109.1,106.13,178.17
10/09/2015,108.36,106.38,179.14
11/09/2015,109.04,106.16,179.95
14/09/2015,109.21,106.22,179.28
15/09/2015,107.12,105.9,181.52
16/09/2015,106.72,107.31,183.1
17/09/2015,108.02,108.41,182.69
18/09/2015,109.68,109.21,179.7
21/09/2015,107.89,108.53,180.63
22/09/2015,109.39,107.79,178.29
23/09/2015,109.38,108.22,178
24/09/2015,110.13,110.49,177.36
25/09/2015,109.18,109.81,177.31
28/09/2015,111.05,108.42,172.86
29/09/2015,111.36,107.98,172.96
30/09/2015,110.97,106.86,176.19
01/10/2015,111.45,106.73,176.65
02/10/2015,112.12,108.99,179.29
05/10/2015,110.6,108.77,182.48
06/10/2015,111.08,109.86,181.85
07/10/2015,110.71,109.7,183.34
08/10/2015,109.78,109.14,185
09/10/2015,110.07,110.87,185.11
12/10/2015,110.91,111.31,185.28
13/10/2015,111.1,111.86,184.11
14/10/2015,112.07,113.81,183.23
15/10/2015,111.52,113.29,186.04
16/10/2015,111.56,112.49,186.89
19/10/2015,111.25,112.02,186.98
20/10/2015,110.57,112.73,186.74
21/10/2015,111.66,111.73,185.59
22/10/2015,111.85,111.69,188.72
23/10/2015,110.9,111.5,190.79
26/10/2015,111.64,111.43,190.32
27/10/2015,111.92,111.68,189.95
28/10/2015,111.47,110.78,192.11
29/10/2015,109.69,109.72,192
30/10/2015,110.52,109.3,191.18
02/11/2015,110.01,108.59,193.44
03/11/2015,109.11,106.98,194
04/11/2015,109.24,105.97,193.41
05/11/2015,108.95,105.64,193.22
06/11/2015,107.35,104.1,193.12
09/11/2015,106.75,104.4,191.31
10/11/2015,107.06,104.18,191.75
11/11/2015,106.84,103.83,191
12/11/2015,107.35,103.85,188.33
13/11/2015,107.96,103.56,186.22
16/11/2015,107.87,103.71,189.05
17/11/2015,108.05,102.34,188.91
18/11/2015,108.27,102.43,191.91
19/11/2015,108.99,103.56,191.75
20/11/2015,108.66,103.09,192.44
23/11/2015,108.99,102.26,192.22
24/11/2015,108.98,102.94,192.48
25/11/2015,109.24,102.46,192.45
27/11/2015,109.13,101.25,192.67
30/11/2015,109.56,101.92,191.87
01/12/2015,111.04,102.28,193.7
02/12/2015,111.08,100.69,191.73
03/12/2015,108.06,101.76,189.04
04/12/2015,109.01,104.02,192.73
07/12/2015,110.06,102.67,191.56
08/12/2015,110.12,102.84,190.27
09/12/2015,110,102.64,188.79
10/12/2015,110.15,102.55,189.28
11/12/2015,111.88,103.11,185.61
14/12/2015,110.44,101.79,186.55
15/12/2015,109.78,101.52,188.51
16/12/2015,109.55,102.75,191.27
17/12/2015,110.79,100.5,188.35
18/12/2015,111.4,102.04,185
21/12/2015,111.38,103.15,186.52
22/12/2015,110.57,102.61,188.22
23/12/2015,109.74,102.31,190.55
24/12/2015,110.37,103.05,190.23
28/12/2015,110.69,102.27,189.8
29/12/2015,108.86,102.2,191.82
30/12/2015,108.75,101.42,190.46
31/12/2015,109.24,101.46,188.56
04/01/2016,110.02,102.89,185.92
05/01/2016,109.58,103.18,186.24
06/01/2016,111.06,104.67,183.89
07/01/2016,111.26,106.15,179.48
08/01/2016,111.75,105.68,177.51
11/01/2016,110.53,104.74,177.68
12/01/2016,112.13,104.21,179.11
13/01/2016,113.23,104.72,174.65
14/01/2016,112.17,103.02,177.51
15/01/2016,113.92,104.08,173.7
19/01/2016,113.57,103.98,173.94
20/01/2016,114.76,105.37,171.71
21/01/2016,113.98,105.49,172.67
22/01/2016,113.55,105,176.21
25/01/2016,114.16,106.08,173.55
26/01/2016,114.22,107.29,175.91
27/01/2016,114.19,107.69,174
28/01/2016,114.35,106.54,174.91
29/01/2016,115.32,106.95,179.17
01/02/2016,114.97,108.05,179.11
02/02/2016,117.1,108.09,175.88
03/02/2016,116.13,109.25,176.93
04/02/2016,116.69,110.57,177.21
05/02/2016,116.83,112.32,173.83
08/02/2016,119.35,113.83,171.49
09/02/2016,119.47,113.58,171.5
10/02/2016,120.53,114.46,171.35
11/02/2016,121.37,119.06,169.13
12/02/2016,119.35,118.36,172.61
16/02/2016,118.09,114.77,175.53
17/02/2016,117.37,115.48,178.39
18/02/2016,118.81,118.29,177.66
19/02/2016,118.91,117.58,177.58
22/02/2016,118.85,115.49,180.15
23/02/2016,119.33,117.22,177.88
24/02/2016,119.09,117.61,178.69
25/02/2016,119.52,117.92,180.85
26/02/2016,118.36,117.11,180.44
29/02/2016,118.88,118.64,179.02
01/03/2016,116.79,117.77,183.23
02/03/2016,117.27,118.68,184.05
03/03/2016,117.7,120.73,184.78
04/03/2016,116.94,120.54,185.38
07/03/2016,116.91,121.14,185.52
08/03/2016,118.2,120.58,183.5
09/03/2016,117.48,119.58,184.41
10/03/2016,117,121.5,184.55
11/03/2016,115.82,119.41,187.53
14/03/2016,116.18,117.87,187.29
15/03/2016,116.29,117.96,186.99
16/03/2016,116.63,120.59,188.07
17/03/2016,117.12,120.13,189.26
18/03/2016,117.36,119.8,190
21/03/2016,116.46,118.96,190.27
22/03/2016,116.43,119.31,190.17
23/03/2016,117.75,116.61,188.92
24/03/2016,117.8,116.33,188.83
28/03/2016,117.95,116.6,188.94
29/03/2016,119.19,118.76,190.69
30/03/2016,117.93,117.1,191.53
31/03/2016,118.77,117.64,191.06
01/04/2016,119.08,116.93,192.37
04/04/2016,119.15,116.15,191.74
05/04/2016,120.46,117.66,189.83
06/04/2016,119.58,116.94,191.9
07/04/2016,121.06,118.61,189.6
08/04/2016,120.29,118.43,190.12
11/04/2016,120.14,120.03,189.67
12/04/2016,119.31,120.05,191.44
13/04/2016,119.73,118.77,193.37
14/04/2016,119.15,117.11,193.38
15/04/2016,120.17,117.92,193.17
18/04/2016,119.66,117.74,194.52
19/04/2016,119.28,119.58,195.14
20/04/2016,117.97,118.97,195.32
21/04/2016,117.27,119.42,194.27
22/04/2016,116.97,117.89,194.27
25/04/2016,116.48,118.23,193.94
26/04/2016,115.96,118.7,194.23
27/04/2016,117.11,119.04,194.63
28/04/2016,117.6,121.29,192.86
29/04/2016,117.9,123.65,191.82
02/05/2016,116.71,123.24,193.34
03/05/2016,118.18,122.96,191.66
04/05/2016,118.83,122.21,190.59
05/05/2016,119.62,122.07,190.55
06/05/2016,119.11,123.18,191.25
09/05/2016,119.49,120.65,191.41
10/05/2016,119.49,120.98,193.79
11/05/2016,120.17,122.12,191.98
12/05/2016,119.62,121.16,192.03
13/05/2016,120.78,121.71,190.36
16/05/2016,119.74,121.8,192.24
17/05/2016,119.94,122.22,190.44
18/05/2016,118.23,120.1,190.5
19/05/2016,118.75,119.87,189.84
20/05/2016,118.84,119.71,191.04
23/05/2016,119.1,119.37,190.78
24/05/2016,118.57,117.3,193.25
25/05/2016,118.12,116.98,194.56
26/05/2016,118.74,116.58,194.62
27/05/2016,118.56,115.62,195.45
31/05/2016,118.85,116.06,195.08
01/06/2016,119.33,115.94,195.48
02/06/2016,120.19,115.67,196.08
03/06/2016,121.9,118.88,195.49
06/06/2016,120.99,118.92,196.48
07/06/2016,121.29,118.82,196.79
08/06/2016,121.94,120.58,197.43
09/06/2016,122.72,121.25,197.16
10/06/2016,123.32,121.74,195.29
13/06/2016,123.87,122.64,193.79
14/06/2016,123.78,122.77,193.41
15/06/2016,124.25,123.68,193.14
16/06/2016,124.85,122.38,193.71
17/06/2016,124.08,123.95,192.99
20/06/2016,122.75,123.21,194.24
21/06/2016,122.18,120.84,194.79
22/06/2016,122.38,120.9,194.47
23/06/2016,120.98,120.11,197
24/06/2016,124.23,126,189.93
27/06/2016,127.33,126.68,186.53
28/06/2016,127.6,125.32,189.89
29/06/2016,126.62,125.84,193.12
30/06/2016,127.09,126.47,195.76
01/07/2016,128.85,128.41,196.17
05/07/2016,130.47,129.47,194.76
06/07/2016,130.68,130.23,195.93
07/07/2016,130.67,129.74,195.81
08/07/2016,131.63,130.52,198.72
11/07/2016,130.47,129.29,199.42
12/07/2016,128.33,127.15,200.87
13/07/2016,129.84,128.32,200.84
14/07/2016,127.95,127.33,201.96
15/07/2016,126.85,126.84,201.69
18/07/2016,126.73,127.04,202.23
19/07/2016,127.45,127.21,202.03
20/07/2016,126.75,125.39,202.87
21/07/2016,127.01,127.3,202.1
22/07/2016,127.23,126.35,203.01
25/07/2016,127.14,125.47,202.46
26/07/2016,127.34,126,202.55
27/07/2016,128.93,128.03,202.34
28/07/2016,128.69,127.66,202.57
29/07/2016,129.76,128.98,202.9
01/08/2016,128.35,129.22,202.73
02/08/2016,127.03,130.27,201.43
03/08/2016,127.1,129.65,202.02
04/08/2016,128.06,129.87,202.23
05/08/2016,126.73,127.55,203.89
08/08/2016,126.97,127.44,203.77
09/08/2016,128.21,127.96,203.89
10/08/2016,128.71,128.56,203.38
11/08/2016,127.56,127.67,204.33
12/08/2016,128.64,127.4,204.15
15/08/2016,127.42,127.84,204.74
16/08/2016,127.09,128.47,203.68
17/08/2016,127.85,128.5,204.07
18/08/2016,128.05,129.11,204.52
19/08/2016,127.38,127.97,204.23
22/08/2016,128.45,127.78,204.22
23/08/2016,128.59,127.76,204.63
24/08/2016,128.29,126.34,203.58
25/08/2016,127.8,126.23,203.44
26/08/2016,127.06,126.05,203.06
29/08/2016,128.76,126.3,204.06
30/08/2016,128.26,125.03,203.72
31/08/2016,128.44,124.78,203.14
01/09/2016,128.59,125.29,203.15
02/09/2016,127.54,126.57,204.07
06/09/2016,128.47,128.71,204.68
07/09/2016,128.37,128.27,204.66
08/09/2016,126.76,127.59,204.2
09/09/2016,124.68,126.75,199.31
12/09/2016,124.74,126.59,202.17
13/09/2016,123.32,125.75,199.26
14/09/2016,123.51,126.18,199.19
15/09/2016,122.97,125.37,201.18
16/09/2016,123.97,125.06,200.4
19/09/2016,123.56,125.32,200.44
20/09/2016,124,125.44,200.45
21/09/2016,125,127.27,202.7
22/09/2016,125.99,127.57,203.98
23/09/2016,125.87,127.65,202.86
26/09/2016,126.67,127.55,201.22
27/09/2016,127.6,126.62,202.47
28/09/2016,127.33,126.22,203.47
29/09/2016,127.65,126.07,201.63
30/09/2016,126.51,125.64,203.15
03/10/2016,126.09,125.32,202.66
04/10/2016,124.61,120.97,201.63
05/10/2016,124.03,120.78,202.52
06/10/2016,123.34,119.66,202.66
07/10/2016,123.43,119.74,201.97
10/10/2016,122.7,120.16,203.02
11/10/2016,122.42,119.55,200.46
12/10/2016,122.54,119.74,200.72
13/10/2016,123,120.03,200.06
14/10/2016,121.28,119.36,200.17
17/10/2016,122.05,119.68,199.47
18/10/2016,122.45,120.42,200.72
19/10/2016,122.55,121.11,201.26
20/10/2016,122.68,120.74,200.88
21/10/2016,122.86,120.83,200.97
24/10/2016,122.33,120.56,201.83
25/10/2016,122.65,121.47,201.15
26/10/2016,121.82,120.79,200.75
27/10/2016,120.49,121.01,200.21
28/10/2016,120.23,121.58,199.62
31/10/2016,120.96,121.94,199.63
01/11/2016,120.97,122.73,198.18
02/11/2016,121.5,123.64,196.99
03/11/2016,120.57,124.3,196.09
04/11/2016,121.65,124.39,195.87
07/11/2016,120.61,122.15,200.19
08/11/2016,120.12,121.64,201.1
09/11/2016,115.03,121.56,203.23
10/11/2016,113.33,119.75,203.74
11/11/2016,112.69,117.1,203.27
14/11/2016,112.02,116.11,203.43
15/11/2016,112.57,117.12,205.01
16/11/2016,113.59,116.77,204.63
17/11/2016,111.92,116.17,205.68
18/11/2016,111.59,115.15,205.22
21/11/2016,111.87,115.58,206.77
22/11/2016,111.83,115.54,207.17
23/11/2016,111.4,113.25,207.29
25/11/2016,111.56,112.61,208.06
28/11/2016,112.39,113.8,207.08
29/11/2016,112.86,113.27,207.48
30/11/2016,111.03,111.75,206.99
01/12/2016,109.86,111.54,206.22
02/12/2016,110.66,112.14,206.33
05/12/2016,110.54,111.54,207.57
06/12/2016,110.46,111.43,208.22
07/12/2016,111.4,111.83,210.95
08/12/2016,110.09,111.57,211.47
09/12/2016,108.72,110.4,212.74
12/12/2016,108.92,110.82,212.5
13/12/2016,109.31,110.45,213.92
14/12/2016,108.09,108.83,212.15
15/12/2016,108.64,107.34,213.02
16/12/2016,108.39,108.05,212.61
19/12/2016,109.55,108.59,213.07
20/12/2016,109.01,107.79,213.89
21/12/2016,109.49,107.85,213.3
22/12/2016,109.29,107.59,212.93
23/12/2016,109.51,107.93,213.24
27/12/2016,109.16,108.56,213.77
28/12/2016,109.96,108.86,212
29/12/2016,110.35,110.29,211.96
30/12/2016,110.52,109.61,211.18
03/01/2017,110.99,110.47,212.8
04/01/2017,111.42,110.86,214.06
05/01/2017,113.16,112.58,213.89
06/01/2017,112.12,111.75,214.66
09/01/2017,113.02,112.67,213.95
10/01/2017,112.95,113.15,213.95
11/01/2017,113.33,113.5,214.55
12/01/2017,113.08,113.91,214.02
13/01/2017,112.54,114.21,214.51
17/01/2017,113.72,115.85,213.75
18/01/2017,112.26,114.87,214.22
19/01/2017,111.49,114.77,213.43
20/01/2017,111.27,115.05,214.21
23/01/2017,112.38,115.79,213.66
24/01/2017,111.61,115.27,215.03
25/01/2017,110.21,114.32,216.89
26/01/2017,110.58,113.26,216.66
27/01/2017,110.98,113.49,216.32
30/01/2017,110.65,113.97,214.98
31/01/2017,111.42,115.55,214.96
01/02/2017,110.73,115.2,215.05
02/02/2017,110.68,115.84,215.19
03/02/2017,110.63,116.13,216.67
06/02/2017,111.3,117.7,216.28
07/02/2017,112.12,117.46,216.29
08/02/2017,113.65,118.19,216.58
09/02/2017,112.33,117.29,217.86
10/02/2017,112.27,117.6,218.72
13/02/2017,111.92,116.8,219.91
14/02/2017,111.11,116.93,220.79
15/02/2017,110.6,117.45,221.94
16/02/2017,111.2,118.08,221.75
17/02/2017,111.86,117.68,222.1
21/02/2017,111.67,117.75,223.42
22/02/2017,111.85,117.91,223.23
23/02/2017,112.19,118.94,223.38
24/02/2017,113.43,119.7,223.66
27/02/2017,112.76,119.12,224.01
28/02/2017,113.18,119.23,223.41
01/03/2017,111.28,119.06,226.53
02/03/2017,110.88,117.58,225.11
03/03/2017,111.17,117.51,225.25
06/03/2017,110.64,116.72,224.58
07/03/2017,110.31,115.78,223.91
08/03/2017,109.71,115.06,223.49
09/03/2017,108.83,114.47,223.77
10/03/2017,109.22,114.72,224.56
13/03/2017,108.53,114.74,224.67
14/03/2017,109.05,114.12,223.81
15/03/2017,110.38,116.25,225.75
16/03/2017,109.82,116.73,225.31
17/03/2017,110.51,116.99,224.91
20/03/2017,110.99,117.51,224.66
21/03/2017,111.91,118.54,221.78
22/03/2017,112.36,118.83,222.3
23/03/2017,112.2,118.67,222.06
24/03/2017,112.6,118.86,221.9
27/03/2017,113.11,119.53,221.67
28/03/2017,112.36,119.04,223.29
29/03/2017,113.03,119.33,223.5
30/03/2017,112.11,118.47,224.21
31/03/2017,112.44,118.72,223.69
03/04/2017,113.57,119.35,223.3
04/04/2017,112.96,119.62,223.44
05/04/2017,113.3,119.62,222.77
06/04/2017,113.13,119.18,223.4
07/04/2017,112.68,119.46,223.17
10/04/2017,113.2,119.46,223.31
11/04/2017,114.27,121.19,223.04
12/04/2017,114.9,122.02,222.06
13/04/2017,115.25,122.6,220.62
17/04/2017,114.9,122.24,222.58
18/04/2017,116.4,122.82,221.91
19/04/2017,115.77,121.73,221.5
20/04/2017,115.32,121.96,223.31
21/04/2017,115.32,122.31,222.59
24/04/2017,114.75,121.48,225.04
25/04/2017,113.37,120.25,226.35
26/04/2017,113.99,120.84,226.21
27/04/2017,113.96,120.39,226.4
28/04/2017,114.21,120.77,225.91
01/05/2017,113.26,119.67,226.48
02/05/2017,113.84,119.65,226.56
03/05/2017,113.91,117.98,226.29
04/05/2017,113.35,116.79,226.55
05/05/2017,113.46,117.01,227.44
08/05/2017,112.84,116.75,227.4
09/05/2017,112.83,116.05,227.2
10/05/2017,112.7,116.04,227.6
11/05/2017,112.7,116.5,227.14
12/05/2017,113.55,116.83,226.76
15/05/2017,113.24,117.14,228.01
16/05/2017,113.66,117.65,227.8
17/05/2017,115.32,119.79,223.76
18/05/2017,115.45,118.81,224.66
19/05/2017,115.72,119.4,226.12
22/05/2017,115.4,119.9,227.27
23/05/2017,114.62,119.14,227.77
24/05/2017,115.27,119.61,228.31
25/05/2017,115.31,119.48,229.4
26/05/2017,115.5,120.54,229.35
30/05/2017,116.07,120.14,229.15
31/05/2017,116.36,120.62,229.09
01/06/2017,116.38,120.72,230.92
02/06/2017,117.75,121.61,231.68
05/06/2017,117.02,121.73,231.51
06/06/2017,117.66,123.1,230.77
07/06/2017,117.1,122.45,231.2
08/06/2017,116.79,121.65,231.31
09/06/2017,116.61,120.54,230.96
12/06/2017,116.57,120.36,230.92
13/06/2017,116.59,120.48,232.04
14/06/2017,118.39,119.82,231.75
15/06/2017,118.2,119.32,231.3
16/06/2017,118.44,119.34,231.36
19/06/2017,118.27,118.43,233.28
20/06/2017,119.33,118.18,231.71
21/06/2017,119.57,118.52,231.65
22/06/2017,119.84,118.92,231.55
23/06/2017,119.78,119.43,231.82
26/06/2017,120.23,118.36,231.98
27/06/2017,118.95,118.81,230.11
28/06/2017,118.55,118.9,232.17
29/06/2017,117.56,118.32,230.13
30/06/2017,117.29,118.02,230.55
03/07/2017,116.91,116.09,230.95
05/07/2017,116.94,116.52,231.48
06/07/2017,115.97,116.47,229.36
07/07/2017,115.27,115.28,230.85
10/07/2017,115.44,115.47,231.1
11/07/2017,115.64,115.62,230.93
12/07/2017,116.44,116.03,232.66
13/07/2017,115.71,115.82,233.05
14/07/2017,115.85,116.77,234.14
17/07/2017,116.17,117.29,234.11
18/07/2017,117.18,118.11,234.23
19/07/2017,117.23,118.08,235.5
20/07/2017,117.57,118.24,235.61
21/07/2017,118.06,119.26,235.4
24/07/2017,117.6,119.31,235.34
25/07/2017,116.07,118.92,235.91
26/07/2017,116.26,119.88,235.92
27/07/2017,115.69,119.79,235.7
28/07/2017,116.37,120.69,235.43
31/07/2017,116.51,120.75,235.29
01/08/2017,117.33,120.65,235.82
02/08/2017,117.4,120.4,235.93
03/08/2017,118.61,120.59,235.47
04/08/2017,117.6,119.65,235.9
07/08/2017,117.74,119.51,236.34
08/08/2017,117.31,119.86,235.76
09/08/2017,117.95,121.31,235.75
10/08/2017,118.96,122.21,232.42
11/08/2017,119.02,122.79,232.77
14/08/2017,118.41,121.92,235.07
15/08/2017,117.91,120.98,235.05
16/08/2017,118.34,121.87,235.46
17/08/2017,119.22,122.49,231.78
18/08/2017,119.2,122.3,231.42
21/08/2017,119.49,122.76,231.6
22/08/2017,119.03,122.21,234.03
23/08/2017,119.84,122.67,233.19
24/08/2017,119.39,122.29,232.64
25/08/2017,119.85,122.74,233.19
28/08/2017,119.78,124.69,233.2
29/08/2017,120.17,124.42,233.46
30/08/2017,120.13,124.36,234.57
31/08/2017,120.49,125.82,235.98
01/09/2017,119.56,126.06,236.31
05/09/2017,121.46,127.46,234.62
06/09/2017,120.71,126.81,235.42
07/09/2017,121.95,128.13,235.39
08/09/2017,121.69,127.97,235.11
11/09/2017,120.23,126.19,237.62
12/09/2017,119.6,126.56,238.42
13/09/2017,119.13,125.61,238.54
14/09/2017,119.62,126.16,238.46
15/09/2017,119.67,125.53,238.78
18/09/2017,118.98,124.36,239.29
19/09/2017,118.69,124.62,239.53
20/09/2017,118.77,123.62,239.61
21/09/2017,118.71,122.68,238.97
22/09/2017,119.04,123.24,239.02
25/09/2017,119.79,124.53,238.53
26/09/2017,119.57,123.14,238.67
27/09/2017,117.77,121.98,239.6
28/09/2017,117.42,122.21,239.89
29/09/2017,117.69,121.58,240.73
02/10/2017,117.47,120.77,241.78
03/10/2017,117.58,120.83,242.3
04/10/2017,117.59,121.17,242.58
05/10/2017,117.15,120.52,244.02
06/10/2017,116.82,121.09,243.74
09/10/2017,117.19,122.08,243.34
10/10/2017,117.38,122.4,243.98
11/10/2017,117.6,122.79,244.37
12/10/2017,118.1,122.89,244
13/10/2017,118.96,123.82,244.3
16/10/2017,118.87,122.97,244.62
17/10/2017,119.02,122.13,244.8
18/10/2017,118.24,121.67,245.04
19/10/2017,118.44,122.39,245.1
20/10/2017,117.19,121.61,246.37
23/10/2017,117.4,121.8,245.41
24/10/2017,116.67,121.33,245.84
25/10/2017,116.11,121.35,244.62
26/10/2017,115.72,120.33,244.94
27/10/2017,116.49,120.9,246.94
30/10/2017,117.6,121.13,246.02
31/10/2017,117.64,120.67,246.41
01/11/2017,118.17,121.11,246.73
02/11/2017,118.69,121.19,246.83
03/11/2017,119.01,120.62,247.65
06/11/2017,119.45,121.65,248.04
07/11/2017,119.96,121.21,247.86
08/11/2017,119.69,121.63,248.29
09/11/2017,119.35,122.13,247.38
10/11/2017,117.55,121.13,247.31
13/11/2017,117.8,121.31,247.54
14/11/2017,118.59,121.56,246.96
15/11/2017,119.88,121.41,245.73
16/11/2017,118.84,121.4,247.82
17/11/2017,119.72,122.86,247.09
20/11/2017,119.67,121.31,247.51
21/11/2017,120.05,121.51,249.13
22/11/2017,120.44,122.63,248.91
24/11/2017,120.11,122.32,249.48
27/11/2017,119.94,122.83,249.36
28/11/2017,120.1,122.81,251.89
29/11/2017,118.91,122.04,251.73
30/11/2017,118.52,121.1,253.94
01/12/2017,120.11,121.59,253.41
04/12/2017,120.17,121.18,253.11
