Date,TLT,GLD,SPY
25/01/2012,94.37,166.42,112.99
26/01/2012,95.62,167.27,112.41
27/01/2012,95.92,168.97,112.35
30/01/2012,97.05,168.03,111.97
31/01/2012,98.17,169.31,111.93
01/02/2012,97.05,169.56,112.91
02/02/2012,97.01,171.05,113.09
03/02/2012,94.92,167.64,114.67
06/02/2012,95.87,167.18,114.6
07/02/2012,94.68,169.7,114.89
08/02/2012,94.75,168.5,115.23
09/02/2012,94.04,168.02,115.37
10/02/2012,95.26,167.14,114.52
13/02/2012,95.39,167.51,115.37
14/02/2012,95.89,167.12,115.23
15/02/2012,95.72,168.11,114.69
16/02/2012,94.95,168,115.96
17/02/2012,94.93,167.35,116.27
21/02/2012,93.88,171.02,116.32
22/02/2012,95.06,172.94,115.94
23/02/2012,95.06,173.02,116.45
24/02/2012,95.68,172.23,116.71
27/02/2012,96.53,171.7,116.91
28/02/2012,96.21,173.49,117.25
29/02/2012,95.62,164.29,116.79
01/03/2012,94.72,166.61,117.39
02/03/2012,95.61,166.34,117.03
05/03/2012,94.85,165.65,116.56
06/03/2012,96,162.7,114.85
07/03/2012,95.42,163.63,115.65
08/03/2012,94.46,165.28,116.8
09/03/2012,94.65,166.38,117.26
12/03/2012,94.63,165.07,117.26
13/03/2012,92.97,162.3,119.38
14/03/2012,90.62,159.57,119.25
15/03/2012,90.76,161.08,119.94
16/03/2012,90.94,161.3,120.11
19/03/2012,89.86,161.59,120.58
20/03/2012,90.22,160.13,120.23
21/03/2012,91.24,160.21,120.03
22/03/2012,91.53,159.57,119.16
23/03/2012,92.4,161.53,119.55
26/03/2012,91.92,164.4,121.23
27/03/2012,92.58,163.24,120.85
28/03/2012,92.45,161.51,120.25
29/03/2012,93.15,161.28,120.05
30/03/2012,91.57,162.12,120.54
02/04/2012,92.08,162.94,121.42
03/04/2012,90.48,159.89,120.93
04/04/2012,91.73,157.21,119.73
05/04/2012,92.39,158.31,119.67
09/04/2012,94.55,159.37,118.33
10/04/2012,95.62,161.1,116.34
11/04/2012,94.48,161.07,117.28
12/04/2012,94.08,162.7,118.81
13/04/2012,95.61,160.85,117.4
16/04/2012,95.47,160.46,117.32
17/04/2012,95.41,160.25,119.06
18/04/2012,95.69,159.31,118.66
19/04/2012,95.78,159.43,117.9
20/04/2012,95.79,159.54,118.09
23/04/2012,96.49,159.07,117.1
24/04/2012,95.81,159.3,117.55
25/04/2012,95.32,159.62,119.16
26/04/2012,95.89,161.03,119.99
27/04/2012,95.97,161.38,120.18
30/04/2012,96,161.88,119.74
01/05/2012,95.5,161.32,120.48
02/05/2012,96.17,160.59,120.12
03/05/2012,96.15,158.97,119.21
04/05/2012,96.9,159.47,117.28
07/05/2012,96.92,159.08,117.37
08/05/2012,97.44,156,116.9
09/05/2012,97.5,154.47,116.2
10/05/2012,97.21,154.77,116.44
11/05/2012,98.02,153.56,116.09
14/05/2012,99.39,151.33,114.81
15/05/2012,99.79,149.74,114.15
16/05/2012,100.08,149.46,113.71
17/05/2012,101.85,152.8,112.03
18/05/2012,101.87,154.55,111.07
21/05/2012,101.66,154.65,112.98
22/05/2012,100.53,152.08,113.17
23/05/2012,101.23,151.62,113.23
24/05/2012,100.84,151.41,113.45
25/05/2012,101.22,152.68,113.09
29/05/2012,100.91,151.02,114.46
30/05/2012,103.46,151.91,112.8
31/05/2012,104.66,151.62,112.55
01/06/2012,107.15,157.5,109.71
04/06/2012,106.3,157.32,109.66
05/06/2012,104.88,157.14,110.49
06/06/2012,102.78,157.21,112.98
07/06/2012,102.94,154.5,113.04
08/06/2012,102.91,154.73,113.94
11/06/2012,103.38,155.36,112.5
12/06/2012,102.44,156.46,113.79
13/06/2012,103.45,157.12,113.06
14/06/2012,103.32,157.75,114.26
15/06/2012,103.89,157.84,115.43
18/06/2012,104.45,157.93,115.65
19/06/2012,103.09,157.16,116.77
20/06/2012,103.6,155.97,116.58
21/06/2012,104.15,152.02,113.97
22/06/2012,102.76,152.64,114.84
25/06/2012,104.25,153.76,113
26/06/2012,103.84,152.62,113.57
27/06/2012,104.01,152.83,114.59
28/06/2012,104.26,151.05,114.27
29/06/2012,102.91,155.19,117.11
02/07/2012,103.97,155.09,117.47
03/07/2012,103.17,157.46,118.24
05/07/2012,103.7,155.68,117.71
06/07/2012,104.66,153.71,116.59
09/07/2012,105.58,154.04,116.44
10/07/2012,105.8,152.15,115.43
11/07/2012,105.93,152.99,115.45
12/07/2012,106.68,152.59,114.89
13/07/2012,106.4,154.14,116.81
16/07/2012,106.89,154.21,116.54
17/07/2012,106.05,153.47,117.34
18/07/2012,106.11,153.05,118.21
19/07/2012,105.84,153.38,118.52
20/07/2012,107.13,153.67,117.43
23/07/2012,107.73,153.03,116.25
24/07/2012,108.58,153.52,115.25
25/07/2012,108.86,155.67,115.27
26/07/2012,107.86,156.77,117.17
27/07/2012,105.83,157.54,119.33
30/07/2012,106.62,157.43,119.33
31/07/2012,106.83,156.49,118.5
01/08/2012,106.3,155.14,118.4
02/08/2012,106.9,154.13,117.58
03/08/2012,105.18,155.55,119.91
06/08/2012,105.22,156.3,120.14
07/08/2012,103.87,156.28,120.75
08/08/2012,103.31,156.48,120.89
09/08/2012,103.24,156.99,121
10/08/2012,103.76,157.18,121.19
13/08/2012,103.58,155.99,121.13
14/08/2012,102.18,155.13,121.15
15/08/2012,100.75,155.63,121.29
16/08/2012,99.89,156.56,122.18
17/08/2012,100.37,156.72,122.35
20/08/2012,100.58,157.26,122.36
21/08/2012,101.03,158.83,121.98
22/08/2012,102.69,160.54,122.04
23/08/2012,103.12,161.89,121.04
24/08/2012,103.02,161.97,121.77
27/08/2012,103.63,161.36,121.8
28/08/2012,103.87,161.64,121.68
29/08/2012,103.42,160.59,121.77
30/08/2012,103.96,160.52,120.89
31/08/2012,105.43,164.22,121.47
04/09/2012,105.32,164.48,121.36
05/09/2012,104.82,164.31,121.25
06/09/2012,103.08,164.89,123.71
07/09/2012,102.6,168.44,124.2
10/09/2012,102.85,167.29,123.49
11/09/2012,102.2,167.9,123.84
12/09/2012,100.93,167.92,124.25
13/09/2012,100.53,171.31,126.14
14/09/2012,97.86,171.8,126.7
17/09/2012,99.03,170.4,126.27
18/09/2012,99.53,171.72,126.17
19/09/2012,100.18,171.74,126.24
20/09/2012,100.43,171.47,126.24
21/09/2012,100.55,171.96,126.19
24/09/2012,101.33,171.05,126
25/09/2012,102.33,170.77,124.66
26/09/2012,103.43,169.81,123.96
27/09/2012,102.7,172.34,125.13
28/09/2012,102.76,171.89,124.55
01/10/2012,103.14,172.29,124.88
02/10/2012,103,172.1,125.01
03/10/2012,103.03,172.41,125.52
04/10/2012,101.74,173.61,126.42
05/10/2012,100.43,172.62,126.43
08/10/2012,101.27,172.05,125.99
09/10/2012,101.09,170.99,124.75
10/10/2012,101.8,170.84,123.95
11/10/2012,102.51,171.32,124.02
12/10/2012,102.76,170.06,123.61
15/10/2012,102.53,168.35,124.64
16/10/2012,101.11,169.42,125.91
17/10/2012,100.18,169.54,126.48
18/10/2012,99.56,168.79,126.15
19/10/2012,100.91,166.97,124.05
22/10/2012,100.27,167.58,124.06
23/10/2012,101.7,165.43,122.34
24/10/2012,100.7,164.86,122
25/10/2012,100.19,166.02,122.35
26/10/2012,101.66,165.93,122.28
31/10/2012,102.26,166.83,122.28
01/11/2012,101.42,166.07,123.56
02/11/2012,101.35,162.6,122.46
05/11/2012,101.92,163.23,122.71
06/11/2012,100.96,166.3,123.67
07/11/2012,102.79,166.49,120.87
08/11/2012,104.31,167.99,119.42
09/11/2012,104.43,167.82,119.52
12/11/2012,104.6,167.45,119.62
13/11/2012,104.95,167.1,119.2
14/11/2012,105.05,167.14,117.59
15/11/2012,104.84,166.09,117.39
16/11/2012,104.75,165.88,117.97
19/11/2012,104.16,167.87,120.36
20/11/2012,103.12,167.39,120.41
21/11/2012,103.06,167.56,120.64
23/11/2012,102.96,169.61,122.28
26/11/2012,103.45,169.43,122.02
27/11/2012,103.86,168.71,121.4
28/11/2012,103.71,166.55,122.38
29/11/2012,103.72,167.18,122.95
30/11/2012,103.44,166.05,122.97
03/12/2012,103.54,166.13,122.37
04/12/2012,104.14,164.42,122.2
05/12/2012,104.09,164.12,122.41
06/12/2012,104.31,164.5,122.83
07/12/2012,103.35,165.16,123.2
10/12/2012,103.8,165.8,123.25
11/12/2012,103.02,165.65,124.09
12/12/2012,101.82,165.77,124.15
13/12/2012,101.89,164.37,123.39
14/12/2012,102.66,164.13,122.93
17/12/2012,101.12,164.44,124.38
18/12/2012,100.09,162.08,125.76
19/12/2012,100.42,161.69,124.82
20/12/2012,100.44,159.73,125.54
21/12/2012,101.54,160.33,124.4
24/12/2012,101.35,160.62,124.02
26/12/2012,101.72,160.78,123.5
27/12/2012,102.06,161.16,123.33
28/12/2012,102.64,160.54,122
31/12/2012,100.87,162.02,124.07
02/01/2013,99.52,163.17,127.25
03/01/2013,98.17,161.2,126.96
04/01/2013,98.56,160.44,127.52
07/01/2013,98.6,159.43,127.17
08/01/2013,99.25,160.56,126.81
09/01/2013,99.15,160.49,127.13
10/01/2013,98.88,161.98,128.14
11/01/2013,99.76,161.06,128.13
14/01/2013,99.49,161.54,128.05
15/01/2013,99.95,162.56,128.13
16/01/2013,100.15,162.65,128.11
17/01/2013,99.15,163.35,128.94
18/01/2013,99.92,163.09,129.23
22/01/2013,100.11,163.67,129.93
23/01/2013,99.96,163.21,130.14
24/01/2013,99.61,161.42,130.17
25/01/2013,98.25,160.65,130.9
28/01/2013,97.89,160.29,130.75
29/01/2013,97.35,160.99,131.26
30/01/2013,97.18,162.19,130.75
31/01/2013,97.66,161.2,130.42
01/02/2013,96.39,161.45,131.77
04/02/2013,97.62,162,130.28
05/02/2013,96.76,161.96,131.6
06/02/2013,97.55,162.39,131.7
07/02/2013,97.33,161.84,131.52
08/02/2013,97.71,161.57,132.25
11/02/2013,97.63,159.7,132.23
12/02/2013,97.39,159.89,132.44
13/02/2013,96.6,159.05,132.56
14/02/2013,97.47,158.35,132.68
15/02/2013,97.19,155.76,132.52
19/02/2013,96.71,155.33,133.52
20/02/2013,97,151.44,131.85
21/02/2013,97.56,152.62,131.05
22/02/2013,97.63,152.97,132.33
25/02/2013,99.55,154.34,129.81
26/02/2013,98.97,156.22,130.7
27/02/2013,98.68,154.57,132.35
28/02/2013,98.87,153,132.09
01/03/2013,99.4,152.44,132.52
04/03/2013,98.88,152.3,133.23
05/03/2013,98.59,152.38,134.42
06/03/2013,97.7,153.23,134.61
07/03/2013,96.95,152.69,134.85
08/03/2013,95.94,152.71,135.42
11/03/2013,96.03,152.99,135.94
12/03/2013,96.72,154.19,135.63
13/03/2013,96.62,153.66,135.83
14/03/2013,96.33,153.68,136.55
15/03/2013,96.78,154,136.37
18/03/2013,97.52,155.38,135.62
19/03/2013,98.18,156.08,135.3
20/03/2013,97.08,155.37,136.25
21/03/2013,98.02,156.25,135.08
22/03/2013,98.09,155.55,136.17
25/03/2013,98,155.24,135.6
26/03/2013,98.12,154.72,136.68
27/03/2013,98.95,155.36,136.68
28/03/2013,98.45,154.45,137.1
01/04/2013,99.19,154.67,136.56
02/04/2013,98.79,152.43,137.23
03/04/2013,99.68,150.73,135.84
04/04/2013,100.87,150.29,136.39
05/04/2013,102.9,152.81,135.78
08/04/2013,102.12,152.16,136.7
09/04/2013,101.87,153.34,137.17
10/04/2013,100.47,150.75,138.85
11/04/2013,100.66,151.05,139.31
12/04/2013,102.16,143.95,138.97
15/04/2013,103.05,131.31,135.75
16/04/2013,102.2,132.8,137.75
17/04/2013,102.88,132.87,135.74
18/04/2013,103.13,134.3,134.89
19/04/2013,102.91,135.47,136.06
22/04/2013,102.99,137.9,136.67
23/04/2013,102.63,136.88,138.07
24/04/2013,102.89,138.37,138.16
25/04/2013,102.44,141.63,138.72
26/04/2013,103.38,140.91,138.48
29/04/2013,103.01,142.3,139.4
30/04/2013,103.06,142.77,139.74
01/05/2013,104.12,141.11,138.51
02/05/2013,103.99,141.92,139.8
03/05/2013,101.54,142.09,141.22
06/05/2013,101.28,142.15,141.57
07/05/2013,100.89,140.38,142.29
08/05/2013,101.05,142.46,142.94
09/05/2013,100.79,140.81,142.54
10/05/2013,99.71,139.6,143
13/05/2013,98.94,138.43,143.12
14/05/2013,97.87,137.81,144.59
15/05/2013,98.52,134.63,145.37
16/05/2013,99.55,134.09,144.69
17/05/2013,98.29,131.07,146.09
20/05/2013,98.17,135.12,146.08
21/05/2013,98.94,132.88,146.29
22/05/2013,97.47,131.94,145.21
23/05/2013,97.93,134.61,144.79
24/05/2013,98.07,133.76,144.66
28/05/2013,95.58,133.49,145.53
29/05/2013,96.66,134.83,144.59
30/05/2013,96.42,136.7,145.12
31/05/2013,96.1,133.92,143.04
03/06/2013,96.61,136.51,143.82
04/06/2013,95.71,135.23,143.13
05/06/2013,97.03,135.52,141.13
06/06/2013,96.98,136.53,142.41
07/06/2013,95.24,133.28,144.22
10/06/2013,94.79,133.94,144.22
11/06/2013,95.91,133.25,142.73
12/06/2013,94.54,134.25,141.55
13/06/2013,96.02,133.74,143.7
14/06/2013,95.8,134.43,142.8
17/06/2013,95.29,133.77,143.9
18/06/2013,95.34,132.13,145.04
19/06/2013,94.36,130.59,143.04
20/06/2013,92.81,123.6,139.49
21/06/2013,91.24,125.05,139.94
24/06/2013,91.61,123.93,138.17
25/06/2013,90.8,123.47,139.5
26/06/2013,91.39,118.28,140.88
27/06/2013,92.32,115.94,141.71
28/06/2013,92.95,119.11,141.13
01/07/2013,93.14,121.13,141.95
02/07/2013,93.08,120.05,141.82
03/07/2013,92.8,120.74,141.88
05/07/2013,89.64,118.09,143.41
08/07/2013,90.51,119.51,144.23
09/07/2013,90.6,120.62,145.27
10/07/2013,89.89,120.95,145.32
11/07/2013,90.95,124.24,147.3
12/07/2013,90.87,124.13,147.36
15/07/2013,91.35,124.18,147.93
16/07/2013,91.66,124.89,147.37
17/07/2013,91.83,123.32,147.75
18/07/2013,90.68,124.01,148.56
19/07/2013,92.12,125.11,148.83
22/07/2013,92.25,128.84,149.12
23/07/2013,91.87,129.71,148.8
24/07/2013,90.7,127.48,148.25
25/07/2013,90.67,128.67,148.61
26/07/2013,91.22,128.78,148.77
29/07/2013,90.56,128.47,148.32
30/07/2013,90.52,128.12,148.32
31/07/2013,90.85,127.96,148.42
01/08/2013,89.1,126.61,150.14
02/08/2013,90.08,126.36,150.39
05/08/2013,89.39,125.7,150.17
06/08/2013,89.65,123.97,149.32
07/08/2013,90.32,124.15,148.83
08/08/2013,90.57,126.86,149.38
09/08/2013,90.71,126.86,148.95
12/08/2013,90.09,129.13,148.77
13/08/2013,88.79,127.74,149.21
14/08/2013,88.93,129,148.45
15/08/2013,87.72,131.69,146.37
16/08/2013,87.42,132.58,145.89
19/08/2013,86.66,132.01,144.95
20/08/2013,87.33,132.45,145.67
21/08/2013,86.37,132.07,144.77
22/08/2013,87.25,132.81,146.09
23/08/2013,88.2,134.9,146.58
26/08/2013,88.64,135.45,146.04
27/08/2013,89.75,136.75,143.69
28/08/2013,89.03,136.71,144.2
29/08/2013,89.74,135.87,144.43
30/08/2013,89.64,134.62,143.97
03/09/2013,88.37,136.42,144.62
04/09/2013,88.18,134.66,145.82
05/09/2013,86.95,132.2,146
06/09/2013,87.38,134.15,146.07
09/09/2013,87.42,133.91,147.47
10/09/2013,86.81,131.74,148.56
11/09/2013,87.58,131.7,149.03
12/09/2013,87.46,127.67,148.63
13/09/2013,87.8,127.82,148.97
16/09/2013,87.22,126.45,149.83
17/09/2013,87.94,126.5,150.5
18/09/2013,89.02,132.01,152.24
19/09/2013,88.5,131.75,151.98
20/09/2013,88.96,127.96,150.92
23/09/2013,89.62,127.55,150.22
24/09/2013,90.58,127.66,149.87
25/09/2013,90.77,128.79,149.44
26/09/2013,90.14,127.79,150.01
27/09/2013,90.36,128.97,149.32
30/09/2013,90.22,128.18,148.53
01/10/2013,89.95,124.59,149.7
02/10/2013,90.08,127.06,149.56
03/10/2013,89.94,127.18,148.18
04/10/2013,89.87,126.53,149.3
07/10/2013,90.24,127.64,148.01
08/10/2013,90.26,127.4,146.29
09/10/2013,89.54,126.11,146.39
10/10/2013,89.68,124.27,149.55
11/10/2013,89.66,122.6,150.51
14/10/2013,88.93,122.83,151.12
15/10/2013,88.87,123.73,150.02
16/10/2013,89.99,123.54,152.11
17/10/2013,90.8,127.42,153.13
18/10/2013,91,126.85,154.17
21/10/2013,90.71,126.98,154.17
22/10/2013,91.72,129.34,155.07
23/10/2013,92.08,128.69,154.32
24/10/2013,91.72,129.9,154.84
25/10/2013,92.06,130.46,155.54
28/10/2013,91.75,130.56,155.79
29/10/2013,91.87,129.77,156.62
30/10/2013,91.31,129.6,155.85
31/10/2013,91.51,127.74,155.4
01/11/2013,90.52,126.95,155.77
04/11/2013,90.61,126.81,156.32
05/11/2013,89.52,126.56,155.83
06/11/2013,89.57,127.2,156.62
07/11/2013,90.32,126.16,154.64
08/11/2013,88.15,124.28,156.73
11/11/2013,87.82,123.87,156.76
12/11/2013,88.23,122.45,156.44
13/11/2013,88.55,122.85,157.69
14/11/2013,89.1,124.27,158.48
15/11/2013,89.28,124.32,159.17
18/11/2013,89.81,122.9,158.61
19/11/2013,89.13,122.95,158.27
20/11/2013,87.61,120.12,157.77
21/11/2013,87.76,119.94,159.05
22/11/2013,88.58,119.92,159.84
25/11/2013,88.83,120.46,159.68
26/11/2013,89.16,119.82,159.73
27/11/2013,89.01,119.46,160.11
29/11/2013,89.04,120.7,160.01
02/12/2013,88.34,117.58,159.59
03/12/2013,88.67,117.96,158.9
04/12/2013,87.82,119.96,158.89
05/12/2013,87.57,118.3,158.19
06/12/2013,87.99,118.55,159.96
09/12/2013,88.2,119.72,160.36
10/12/2013,88.83,121.82,159.79
11/12/2013,88.15,120.86,157.99
12/12/2013,87.81,118.29,157.47
13/12/2013,88.24,119.38,157.45
16/12/2013,87.92,119.69,158.44
17/12/2013,88.31,118.65,157.93
18/12/2013,87.87,117.61,160.63
19/12/2013,87.78,114.82,160.44
20/12/2013,89.13,115.94,161.38
23/12/2013,88.63,115.57,162.24
24/12/2013,87.92,116.1,162.59
26/12/2013,87.58,116.74,163.42
27/12/2013,87.33,117.12,163.41
30/12/2013,87.93,115.39,163.38
31/12/2013,87.37,116.12,164.16
02/01/2014,87.64,118,162.58
03/01/2014,87.64,119.29,162.56
06/01/2014,88.01,119.5,162.09
07/01/2014,88.23,118.82,163.08
08/01/2014,87.99,118.12,163.12
09/01/2014,88.5,118.46,163.22
10/01/2014,89.56,120.26,163.67
13/01/2014,90.01,121.02,161.49
14/01/2014,89.59,119.89,163.25
15/01/2014,89.5,119.66,164.13
16/01/2014,90.1,119.79,163.92
17/01/2014,90.48,120.93,163.22
21/01/2014,90.55,119.7,163.7
22/01/2014,90.32,119.19,163.81
23/01/2014,91.6,121.79,162.47
24/01/2014,92.19,122.29,159
27/01/2014,91.55,120.96,158.22
28/01/2014,91.77,120.95,159.16
29/01/2014,92.53,122.47,157.63
30/01/2014,92.26,119.77,159.3
31/01/2014,92.88,120.09,158.37
03/02/2014,94.01,121.32,154.81
04/02/2014,93.01,120.99,155.89
05/02/2014,92.15,121.29,155.7
06/02/2014,91.76,121.24,157.75
07/02/2014,91.83,122.17,159.7
10/02/2014,92.09,122.92,160
11/02/2014,91.56,124.36,161.75
12/02/2014,91.09,124.43,161.83
13/02/2014,91.6,125.49,162.66
14/02/2014,91.65,127.15,163.56
18/02/2014,91.86,127.4,163.76
19/02/2014,91.47,126.27,162.67
20/02/2014,91.25,127.6,163.63
21/02/2014,91.73,127.58,163.45
24/02/2014,91.5,128.99,164.35
25/02/2014,92.32,129.21,164.29
26/02/2014,92.81,128.11,164.3
27/02/2014,93.31,128.2,165.16
28/02/2014,93.37,127.62,165.58
03/03/2014,93.99,130.29,164.41
04/03/2014,92.58,128.68,166.73
05/03/2014,92.77,128.89,166.88
06/03/2014,91.86,130.17,167.26
07/03/2014,91.28,129.09,167.33
10/03/2014,91.41,129.13,167.24
11/03/2014,91.65,129.86,166.41
12/03/2014,92.29,131.76,166.46
13/03/2014,93.53,132.21,164.59
14/03/2014,93.55,133.1,164.13
17/03/2014,92.85,131.64,165.61
18/03/2014,93.19,130.62,166.8
19/03/2014,92.46,128.09,165.91
20/03/2014,92.3,127.86,166.88
21/03/2014,93.3,128.47,166.23
24/03/2014,93.96,126.18,165.54
25/03/2014,93.61,126.41,166.33
26/03/2014,94.34,125.41,165.13
27/03/2014,94.82,124.59,164.78
28/03/2014,94.28,124.56,165.6
31/03/2014,94.05,123.61,166.95
01/04/2014,93.25,123.39,168.06
02/04/2014,92.71,124.32,168.62
03/04/2014,93.12,123.92,168.4
04/04/2014,93.74,125.57,166.41
07/04/2014,94.3,124.91,164.57
08/04/2014,94.52,126.09,165.25
09/04/2014,94.06,126.32,167.02
10/04/2014,94.93,127.01,163.52
11/04/2014,95.7,126.93,162.04
14/04/2014,95.45,127.85,163.32
15/04/2014,96.05,125.49,164.44
16/04/2014,96.17,125.54,166.17
17/04/2014,95.11,124.75,166.4
21/04/2014,95.03,124.24,166.98
22/04/2014,95.35,123.78,167.74
23/04/2014,95.9,123.76,167.35
24/04/2014,96.08,124.56,167.68
25/04/2014,96.22,125.43,166.31
28/04/2014,95.75,124.88,166.84
29/04/2014,95.62,124.86,167.61
30/04/2014,96.02,124.22,168.11
01/05/2014,97.05,123.8,168.13
02/05/2014,97.65,125.06,167.89
05/05/2014,97.06,126.22,168.21
06/05/2014,97.45,125.98,166.75
07/05/2014,97.1,124.17,167.73
08/05/2014,96.69,124.17,167.55
09/05/2014,96.37,124.1,167.8
12/05/2014,95.98,124.94,169.43
13/05/2014,96.82,124.6,169.59
14/05/2014,97.86,125.81,168.78
15/05/2014,98.64,124.77,167.3
16/05/2014,98.37,124.5,167.88
19/05/2014,97.64,124.58,168.5
20/05/2014,97.86,124.69,167.43
21/05/2014,97.26,124.39,168.85
22/05/2014,97.12,124.67,169.26
23/05/2014,97.64,124.51,169.93
27/05/2014,98.21,121.85,170.98
28/05/2014,99.42,121.2,170.85
29/05/2014,98.9,120.94,171.74
30/05/2014,98.85,120.43,172.01
02/06/2014,98.12,119.7,172.21
03/06/2014,96.91,120.01,172.12
04/06/2014,96.88,119.76,172.47
05/06/2014,96.93,120.66,173.59
06/06/2014,96.93,120.61,174.43
09/06/2014,96.79,120.65,174.6
10/06/2014,96.43,121.39,174.62
11/06/2014,96.61,121.41,174.01
12/06/2014,97.47,122.64,172.78
13/06/2014,97.41,122.96,173.31
16/06/2014,97.66,122.42,173.45
17/06/2014,96.88,122.28,173.93
18/06/2014,97.63,122.67,175.21
19/06/2014,96.38,126.94,175.41
20/06/2014,97.11,126.5,175.76
23/06/2014,96.81,126.85,175.71
24/06/2014,97.79,126.98,174.65
25/06/2014,98.04,126.99,175.44
26/06/2014,98.51,126.73,175.31
27/06/2014,98.36,126.66,175.66
30/06/2014,98.6,128.04,175.57
01/07/2014,97.78,127.7,176.74
02/07/2014,96.73,127.7,176.92
03/07/2014,96.38,127.16,177.79
07/07/2014,97.09,127.02,177.17
08/07/2014,98.18,127.07,176.03
09/07/2014,98.26,127.84,176.82
10/07/2014,98.28,128.54,176.12
11/07/2014,98.91,128.78,176.36
14/07/2014,98.48,125.72,177.25
15/07/2014,98.28,124.53,176.92
16/07/2014,98.81,124.97,177.58
17/07/2014,100.05,127.09,175.56
18/07/2014,99.73,126.13,177.35
21/07/2014,100.22,126.34,177.02
22/07/2014,100.43,125.74,177.79
23/07/2014,100.3,125.62,178.19
24/07/2014,99.55,124.35,178.19
25/07/2014,100.73,125.79,177.36
28/07/2014,100.59,125.58,177.43
29/07/2014,100.96,125.2,176.67
30/07/2014,99.55,124.83,176.7
31/07/2014,99.26,123.39,173.21
01/08/2014,100.03,124.38,172.68
04/08/2014,99.76,123.99,173.92
05/08/2014,100.09,123.87,172.24
06/08/2014,100.15,125.67,172.29
07/08/2014,101.08,126.18,171.36
08/08/2014,100.86,126.19,173.34
11/08/2014,100.86,125.96,173.84
12/08/2014,100.2,125.99,173.6
13/08/2014,100.86,126.2,174.78
14/08/2014,101.67,126.31,175.6
15/08/2014,102.78,125.48,175.57
18/08/2014,101.76,124.96,177.04
19/08/2014,101.44,124.68,177.96
20/08/2014,101.28,124.22,178.44
21/08/2014,101.84,122.88,178.96
22/08/2014,102.41,123.19,178.68
25/08/2014,102.79,122.74,179.58
26/08/2014,102.46,123.35,179.7
27/08/2014,103.34,123.32,179.63
28/08/2014,103.88,124,179.53
29/08/2014,103.95,123.86,180.04
02/09/2014,102.15,121.65,179.95
03/09/2014,102.72,122.15,179.85
04/09/2014,101.47,121.48,179.59
05/09/2014,101.28,122.06,180.4
08/09/2014,101.32,120.73,179.93
09/09/2014,101.24,120.87,178.8
10/09/2014,100.6,120.26,179.47
11/09/2014,100.27,119.47,179.67
12/09/2014,99.22,118.38,178.62
15/09/2014,99.37,118.64,178.49
16/09/2014,98.97,118.83,179.84
17/09/2014,98.71,117.54,180.08
18/09/2014,99.03,117.78,181.04
19/09/2014,100.29,117.09,180.87
22/09/2014,100.41,116.85,179.48
23/09/2014,101.03,117.6,178.45
24/09/2014,100.47,117.05,179.85
25/09/2014,101.66,117.39,176.95
26/09/2014,101.52,117.06,178.35
29/09/2014,102.33,117.03,178.03
30/09/2014,101.75,116.21,177.56
01/10/2014,103.72,116.77,175.15
02/10/2014,102.82,116.74,175.18
03/10/2014,103.26,114.61,177.11
06/10/2014,103.32,116.03,176.9
07/10/2014,104.72,116.36,174.17
08/10/2014,104.74,117.47,177.22
09/10/2014,104.29,117.64,173.7
10/10/2014,105.32,117.59,171.72
13/10/2014,105.96,118.52,168.9
14/10/2014,106.65,118.59,169.16
15/10/2014,107.5,118.99,168.01
16/10/2014,106.81,119.22,167.87
17/10/2014,106.22,118.99,169.85
20/10/2014,106.6,119.8,171.5
21/10/2014,105.75,120.02,174.9
22/10/2014,105.87,119.34,173.66
23/10/2014,104.93,118.52,175.67
24/10/2014,105.03,118.35,177.03
27/10/2014,105.22,118.06,176.78
28/10/2014,104.57,118.1,178.81
29/10/2014,104.8,116.41,178.54
30/10/2014,104.89,115.19,179.69
31/10/2014,104.62,112.66,181.74
03/11/2014,104.62,112.15,181.84
04/11/2014,104.94,112.22,181.21
05/11/2014,104.8,109.79,182.35
06/11/2014,104.12,109.88,183.08
07/11/2014,105.31,112.97,183.25
10/11/2014,104.35,110.46,183.83
11/11/2014,104.42,112.04,184.01
12/11/2014,104.33,111.5,183.81
13/11/2014,104.58,111.67,184.02
14/11/2014,105.09,114.47,184.07
17/11/2014,104.82,114.05,184.18
18/11/2014,105.11,115.05,185.25
19/11/2014,104.44,113.68,184.95
20/11/2014,104.99,114.86,185.27
21/11/2014,105.62,115.39,186.26
24/11/2014,105.71,115.11,186.79
25/11/2014,106.59,115.38,186.65
26/11/2014,106.88,115.16,187.13
28/11/2014,107.72,112.11,186.73
01/12/2014,107.1,116.58,185.43
02/12/2014,106.06,115.14,186.63
03/12/2014,106.47,116.33,187.35
04/12/2014,107.36,115.88,187.15
05/12/2014,106.73,114.43,187.45
08/12/2014,108.04,115.78,186.2
09/12/2014,108.59,118.19,186.07
10/12/2014,109.39,117.96,183.09
11/12/2014,109.84,117.69,184.02
12/12/2014,111.33,117.41,181.05
15/12/2014,111.1,114.39,179.8
16/12/2014,112.47,114.95,178.36
17/12/2014,111.46,114.27,181.86
18/12/2014,109.48,115.15,186.35
19/12/2014,110.95,114.77,187.15
22/12/2014,111.1,112.55,188.01
23/12/2014,108.89,112.74,188.26
24/12/2014,109.49,112.77,188.28
26/12/2014,109.89,114.83,188.89
29/12/2014,110.71,113.67,189.14
30/12/2014,111.01,115.2,188.13
